case_id,type,difficulty,strategy,recall@1,precision@1,mrr,ndcg@1,recall@3,precision@3,ndcg@3,recall@5,precision@5,ndcg@5
equation-07-metric,equation,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-07-metric,equation,medium,dense,0.0,0.0,0.333333,0.0,1.0,0.333333,0.5,1.0,0.2,0.5
equation-07-metric,equation,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
cross-07-owner-release,cross_document,hard,bm25,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-07-owner-release,cross_document,hard,dense,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-07-owner-release,cross_document,hard,hybrid_rrf,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-07-gateway-sensor,cross_document,easy,bm25,0.0,0.0,0.5,0.0,1.0,0.666667,0.693426,1.0,0.4,0.693426
cross-07-gateway-sensor,cross_document,easy,dense,0.0,0.0,0.5,0.0,0.5,0.333333,0.386853,0.5,0.2,0.386853
cross-07-gateway-sensor,cross_document,easy,hybrid_rrf,0.0,0.0,0.5,0.0,0.5,0.333333,0.386853,1.0,0.4,0.650921
refusal-07-budget,refusal,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-07-budget,refusal,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-07-budget,refusal,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-07-vendor,refusal,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-07-vendor,refusal,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-07-vendor,refusal,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-08-owner,text,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-08-owner,text,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-08-owner,text,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-08-release,text,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-08-release,text,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-08-release,text,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-08-latency,table,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-08-latency,table,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-08-latency,table,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-08-accuracy,table,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-08-accuracy,table,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-08-accuracy,table,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-08-gateway,image,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-08-gateway,image,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-08-gateway,image,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-08-code,image,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-08-code,image,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-08-code,image,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-08-metric,equation,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-08-metric,equation,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-08-metric,equation,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
cross-08-owner-release,cross_document,medium,bm25,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-08-owner-release,cross_document,medium,dense,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-08-owner-release,cross_document,medium,hybrid_rrf,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-08-gateway-sensor,cross_document,hard,bm25,0.0,0.0,0.5,0.0,1.0,0.666667,0.693426,1.0,0.4,0.693426
cross-08-gateway-sensor,cross_document,hard,dense,0.5,1.0,1.0,1.0,0.5,0.333333,0.613147,0.5,0.2,0.613147
cross-08-gateway-sensor,cross_document,hard,hybrid_rrf,0.5,1.0,1.0,1.0,0.5,0.333333,0.613147,1.0,0.4,0.877215
refusal-08-budget,refusal,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-08-budget,refusal,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-08-budget,refusal,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-08-vendor,refusal,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-08-vendor,refusal,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-08-vendor,refusal,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-09-owner,text,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-09-owner,text,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-09-owner,text,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-09-release,text,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-09-release,text,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-09-release,text,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-09-latency,table,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-09-latency,table,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-09-latency,table,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-09-gateway,image,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-09-gateway,image,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-09-gateway,image,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-09-metric,equation,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-09-metric,equation,easy,dense,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.2,0.430677
equation-09-metric,equation,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
cross-09-owner-release,cross_document,medium,bm25,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-09-owner-release,cross_document,medium,dense,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-09-owner-release,cross_document,medium,hybrid_rrf,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
refusal-09-budget,refusal,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-09-budget,refusal,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-09-budget,refusal,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-10-owner,text,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-10-owner,text,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-10-owner,text,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-10-release,text,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-10-release,text,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-10-release,text,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-10-latency,table,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-10-latency,table,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-10-latency,table,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-10-gateway,image,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-10-gateway,image,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-10-gateway,image,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-10-metric,equation,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-10-metric,equation,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-10-metric,equation,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
cross-10-owner-release,cross_document,hard,bm25,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-10-owner-release,cross_document,hard,dense,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-10-owner-release,cross_document,hard,hybrid_rrf,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
refusal-10-budget,refusal,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-10-budget,refusal,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-10-budget,refusal,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-11-owner,text,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-11-owner,text,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-11-owner,text,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-11-release,text,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-11-release,text,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-11-release,text,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-11-latency,table,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-11-latency,table,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-11-latency,table,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-11-gateway,image,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-11-gateway,image,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-11-gateway,image,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-11-metric,equation,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-11-metric,equation,hard,dense,0.0,0.0,0.5,0.0,1.0,0.333333,0.63093,1.0,0.2,0.63093
equation-11-metric,equation,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
cross-11-owner-release,cross_document,easy,bm25,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-11-owner-release,cross_document,easy,dense,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-11-owner-release,cross_document,easy,hybrid_rrf,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
refusal-11-budget,refusal,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-11-budget,refusal,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-11-budget,refusal,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-12-owner,text,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-12-owner,text,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-12-owner,text,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-12-release,text,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-12-release,text,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
text-12-release,text,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-12-latency,table,medium,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-12-latency,table,medium,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
table-12-latency,table,medium,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-12-gateway,image,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-12-gateway,image,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
image-12-gateway,image,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-12-metric,equation,easy,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-12-metric,equation,easy,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
equation-12-metric,equation,easy,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
cross-12-owner-release,cross_document,medium,bm25,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-12-owner-release,cross_document,medium,dense,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
cross-12-owner-release,cross_document,medium,hybrid_rrf,0.5,1.0,1.0,1.0,1.0,0.666667,1.0,1.0,0.4,1.0
refusal-12-budget,refusal,hard,bm25,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-12-budget,refusal,hard,dense,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
refusal-12-budget,refusal,hard,hybrid_rrf,1.0,1.0,1.0,1.0,1.0,0.333333,1.0,1.0,0.2,1.0
